//描述
Two-HandSword	迦太基混杂部队中，伊比利亚人所使用的巨剑。
HeavySword	质量极其沉重的剑，只要拿得动它便能发挥强大威力。
BroadSword	由迁徙到马萨利亚的腓尼基人，向善战的高卢人学习的铸造工艺制作而成。刀侧面宽且锋利，在战场上使用，可以砍得人仰马翻。
BattleSword	英勇的战士所使用的阔身长剑，即使技巧不太娴熟之人，都可以拿着它挥舞出惊心动魄的剑气。
CrescentSword	月牙形的弯刀，挥动时仿佛也能听见它产生的风声。赫梯、亚述、波斯等西亚勇士喜欢使用。
GiantSword	利用赫梯人最先掌握的冶铁技术打造。阔面平头，锐利非常，看上去都觉得胆寒。
Cleaver	锋利的长刀，可以瞬间撕裂敌人。对使用者的力量和技巧有较高要求。
PraiseSword	受过众神祝福的长剑，剑的主人在战斗时能获得神灵的庇佑。
ChampionSword	最英勇的战士才有资格使用的长剑，它象征着战士无上的荣誉。
AceGlaive	剑锋形状如同一个字母A，没错，它是一把王牌的双手剑。斩破坚冰，截短钢铁，易如反掌。
SphyrnaGlaive	鲨鱼在海洋中纵横而无可匹敌。这把剑的形制就如同传说中的双髻鲨，漂亮而实用。
HandAxe	普通的单手小斧头。常常看见希腊的一些工匠或山居者使用。
Axe	用于战斗的初阶斧头。不需要过人的膂力就能拾起。《伊利亚特》里记载阿喀琉斯将这种斧子当作射箭比赛的奖品之一。
Mace	拥有金属倒刺的锤头，具备更大攻击力。整个主体就像是一只长满毒毛的毛虫。
CupreousMace	赤铜打造的锤子，质量很重，要拿起它必须使劲。
Silver-EdgedAxe	白银打造的斧头，非常贵重，神圣的象征。
HammerPick	顶部凸出的榔头，青铜制造，比一般锤子更能让敌人头痛。
WarMace	战场上常用的重锤，倘若使用得当，可以一击重创对手。
DoubleAxe	左右两边带有刃的斧头，在挥出或收回时都能造成伤害。《伊利亚特》里记载阿喀琉斯将这种斧子当作射箭比赛的获胜者奖品。
Tomahawk	战争专用的斧头，颜色深黑，深受战士们的喜爱。
GloriousAxe	壮丽而简洁的斧头，武力与荣耀的标志。最强悍的战士才操得起。
Bear-PewAxe	持着它可以如同密林中的野熊一般凶猛，只要一板斧抡出，你会让你的敌人对那撕裂般的伤害永生不忘。
DromedaryHammer	持有此锤，你会获得单峰骆驼般的持久耐力。
Hammer	双手才能挥舞的黑铁锤。
Two-HandedAxe	双手才能挥舞的大斧，全身都用铜铸造。有基本威力，就是操作不太灵活。
Maul	双手才能挥舞的巨大铜制榔头，击碎一块石头轻而易举。
BerserkerAxe	具有神秘力量的大斧，会让使用者陷入癫狂。
SmithyHammer	铁匠使用的铁锤，用于战场便成为不错的战斗武器。
GiantAxe	以亚述王国炼铁工艺制造的铁制斧子。亚述炼铁工艺传承自赫梯，后来也影响了整个希腊等环地中海区域。
ExecutionersAxe	执法者使用的斧头，可以一斧砍掉人的头颅，令人望而生畏，实战性能并不弱。
Decapitator	刽子手使用的斧头。巨人用它修理胡须，吹毛断发。
LargeBattleAxe	棱头造型怪异的战斧，能够发挥令人吃惊的效果，砸扁一头牛是非常简单的事。
TitansHammer	亚美尼亚山区米坦尼人使用的斧锤，威力无穷，拿上它，足以横扫千军。
SquareHammer	一把拥有四个菱角的大锤子。不论如何使用它，都足以让你的对手受到威胁。
MothAxe	夜蛾是一种看上去就令人毛骨悚然的昆虫。它颜色艳丽，翅膀上的眼睛状图纹给人以警示。被它咬伤一口，你就知道厉害。
ShortJavelin	短柄的矛，是可用于刺击或者投掷的武器。投掷标枪是古希腊人的拿手好戏。
Javelin	较长的可用于穿刺或者投掷的武器，威力更大。希腊中部的埃托利亚标枪队曾经击败过亚历山大的早期重步兵方阵，足见这类兵器的重要性。
ThrowingSpear	专门设计，适合投掷作战的长矛。传说勇士阿喀琉斯可以把这种标枪扔出数百米。
PitchFork	尖部是二叉的投掷枪，攻击力更大，削倒一棵树很容易。
HyperionJavelin	按照希腊传说中天神乌拉诺斯之子亥伯龙使用的枪样式制造，深受勇士们欢迎。
MatriarchalJavelin	它的名称意味着敏捷、准确。束缚着丝带，用以控制平衡。
GhostJavelin	赫梯人使用的标枪。
AmazonJavelin	地中海南岸柏柏尔人使用的标枪，以高效的作战性能闻名于世。
DragonsBoneJavelin	使用龙骨制作，其中还保留着龙之神力，给敌人以有效打击。
StygianJavelin	充满幽冥力量的标枪，被其刺中会感受剧烈的疼痛乃至致死。
PicusJavelin	啄木鸟善于用它的舌头给树木打很深的洞，然后获取猎物。这把标枪就有如此的涵义。其头部尖利多刺的部分，更是形似啄木鸟特殊而威力无穷的舌头。
JawFork	叉类兵器也被常常作为投掷武器使用。头部分岔，使得被命中者疼痛难忍。这柄标枪的头部更像是昆虫捕食的颚形口器。
ShortBow	小型弓箭，曲形弓，练习用。
HuntersBow	猎人们惯用的弓箭，材质为柳木，适用于打猎。
LongBow	主体很长的弓，材质为硬度强，弹性高的木料，在战斗中常用，其特点是射速快。
CompositeBow	强度较大的弓，弓柄短而弯，但远程攻击力不比长弓弱。它的应用广泛，在环地中海区域，以及西亚中东阿拉伯均有使用。希腊史学家希罗多德在《历史》一书中有相关介绍。
ShadowBow	它的威力来自于射出去的箭速快，你根本看不清箭的影子。
FastBow	一般弓通过改良，使射击速度更快，威力更强劲。
LongHardBow	采用橡树、铁树、雪松、桧树或桦树的材质，很硬，虽然是单体弓，但是非常实用。
AmazonBow	用克里特强壮的牛类的角制作而成，弹性优良，角弓在希腊属于稀有产品。
LongWarBow	中型弓，材质为上好的紫杉木，各方面性能良好，使用它的人在战争中能够给近战队友强有力协助。
DeathBow	注入了恶龙毒素的弓，可以瞬间让被射中者毙命。用这张弓可以尝试消灭各种高级怪物。
FalconBow	猎隼是擅长捕捉其它鸟类和地面小动物的空中猎手。这把弓被赋予了猎隼的神力、敏捷与专注。拿上它如同获得了翅膀。
MyotisBow	蝙蝠被认为是长相恐怖的动物。它们拥有高超的捕猎技巧，于黑夜之中定位目标对它来说实在是太简单了。这把弓被赋予了蝙蝠的神力。
SmallShield	普通的小盾，木头制作，防御力稍弱。
WoodenShield	采用结实的岑木制作的盾，防护力一般。
RoundBronzeShield	黄铜打造的圆盾，采用伯罗奔尼撒军事工艺，防御力很普通，但十分轻便。希腊中后期被雅典人广泛配备于中装步兵当中，用以化解标枪部队的远程攻击。
LargeShield	巨大的铁制盾牌，因为面积稍大，可以更好的保护使用者身体。
SpikedShield	带有倒刺的盾牌，仿佛一只刺猬，提升防护的同时具有一定反击性。在大型战争中，倘若携带这种盾牌摆出刺猬阵形，效果会愈加明显。
KiteShield	亚述步兵使用的盾牌。盾面中心画有拉玛苏、舍杜或曼提柯尔等妖兽的图形或者蔷薇花的环状图案。
TowerShield	方形的金属盾牌，一般武器很难穿透，在战争中常于掩护部队推进时使用。
GiantShield	大型金属盾牌，防护能力非常好，普通刀剑都砍不动。
SafetyShield	擅长守护同伴的战士使用的盾牌。据说希腊方阵中，每一个士兵用盾牌保护他左边的战友。
AncientShield	希腊神话中半羊人萨蒂洛斯一族使用的盾牌，盾牌上是它们自己的肖像。
SacredShield	造型独特的盾牌，它本是海神一族身上的鳞片，这让你的对手匪夷所思。
NeoShield	这是一把以狮子形象为主要标志的盾牌。除了样式给人震撼，它更拥有坚实的性能，所以成为勇者必备的良品。在希腊神话中，大力神赫拉克勒斯曾经直接把狮子脑袋当作盾牌或头盔使用。
LeatherArmor	最常见的铠甲，由经过加工的皮革制成，配有单边肩带，美观实用，初级兵士必备。因为保护的部位并不是整个上半身，所以它是胸甲的原始形态。
HardLeatherArmor	质地很硬的兽皮制成的盔甲，加工时候将皮煮熟，然后晒干，最后缝在一起，具有基本防护力。
StuddedLeather	在亚麻或毛毡上镶嵌金属片，使其能够抵挡一部分攻击伤害。擅长这一工艺的是亚述人，也是他们最早将铁鳞片与铜片组合缝制在其中。
SpikedLeather	于厚厚的皮制盔甲关键部位加上金属倒刺或棱尖，提升防护的同时使其拥有一定反击性。
BreastPlate	早期胸甲用密实的毡片外包皮革制成，后来出现了金属质地，尤其是铁片的运用，使这种护甲能力大幅度提升。由于它是以胸板和背板两个主体组成，因此对于人体重要的胸部、背部有着特别的防护效果，胸甲在荷马史诗里反复出现。
ChainMail	用金属环或小链子结成的盔甲，对上身大部分区域都可以起到防护作用。这种护甲最早出现在西亚。
PlateMail	用整块整块的金属片拼接的铠甲，虽然笨重但是防御力还行，没有力量的人很难穿动。古罗马的高级将领通常配备有这样的护甲，被视作地位的象征，它是未来全身板甲的雏形。
SillerPlate	是用纯白银打造的铠甲，十分名贵。质量稍重，穿着或有不便，但防御性能良好。你也许还没听说过，其实这类衣服的持有者大都是些白银级别的斗士。
GreatBattlePlate	用精炼的钢铁以中东亚述传来的工艺打造的铠甲，质地强硬，普通的武器根本无法穿透或割裂。
DragonsLeatherArmor	魔羯座牧神潘的侍从们所穿的战衣。
GodsArmyLoricae	天兵套装的主体。亮银金属打造，异常结实。众神的追随者们所特有的铠甲。
SunshineLoricae	阳炎套装的主体。以来自银河系号称“福波斯之光辉”的陨铁铸造而成，穿上它能够以一敌百。
GMArmor	几片树叶缝成的衣服，像是史前人类的杰作。穿上它，天知道能防御些什么……
HempCloth	普通的亚麻布织成的普通衣衫，在全希腊极为常见。
CottonCloth	用来自埃及或巴比伦的棉花做成的衣服，保护皮肤。没有见过材料的希腊神秘主义学者或旅行家有趣的形容棉花是长在树上的羊毛。
SilkCloth	使用东方赛里斯国度名贵的丝绸制作的短衫，是身份与地位的象征。希腊神秘主义学者将产丝的蚕比作大蛆，并且给它们起了个可爱的名字叫“赛儿”，即产丝之地“赛里加”的前三个字母。
WeirdCloth	书写有奇特符文的衣服，这些符文拥有魔法力量，可以保护衣着者。据说该服装的形制来源自埃及或者巴比伦地区。
GhostCloth	采用希腊森林中树精的老而硬的书皮制作，有点笨重，但是穿起来很凉快。
ScholarsCloth	腓尼基人利用海蚌提炼的“贝紫”颜料，染到布上，制作成特有的紫色衣衫。“腓尼基”这个单词本身就有“绛紫色之国度”的涵义。
WizardsCloth	体现意志的高级衣衫，传说最先是在古埃及的大神官们之间开始流行。
EldersCloth	足迹踏遍全希腊的吟游诗人和旅行家的服饰，听众们喜欢他们穿着其这种短袍歌唱的飒飒英姿。
SacrificeCloth	在祭典仪式或者宴会场合穿着的服饰，硬朗的造型为诸多位高权重的祭司们青睐。
GuardCloth	作战失败的纺织女神阿拉克涅留下的魔纹布，被不知姓名的手艺高超的裁缝们利用，后来其成品被当作巫师们专用衣饰的一种。
OracleVestment	神使套装的主体。诸女神遗落彩带所织，你可以感应到众神的关怀。
RagingFireCloth	烈火套装的主体。非洲东部吉布提火山高原上生活着的一种“火光鼠”，取其皮先制炼成“火浣布”，然后织成美观大方且舒适的衣服。
Helm	用青铜打造的头盔，冶炼工艺粗糙，源头是埃及、巴比伦或者亚述，全民皆兵的古希腊受其影响而逐渐开始普及。
FullHelm	青铜打造的头盔，采用斯巴达顶尖军事工艺，可以保护整个头部，最显著特点是鼻子前特殊铜护片，现在统称为“科林斯式头盔”。
GreatHelm	头盔顶部插有红色的马尾冠，因此它被称为“蒙特弗蒂诺”。即便是到了古罗马时代，这种形制的防具还在大规模应用。
WarriorHelmet	最英勇之人佩戴的头盔，力量与胆识的象征，高阶战士和指挥官必备。
GreatGuard	硕大的头盔，具有非常好的保护性，头部像只鹦鹉的鸟嘴，因而得名。
GodsArmyHelmet	号称为“天兵”的套装的一件。神之卫兵部队必备防具。
SunshineHelmet	阳炎套装的一件。该防具可大幅度增强使用者的耐力。
Cap	用最普通的皮革制成的帽子，比较粗糙。
Mask	戴在面部的饰物，吓唬小朋友。
Headgear	一般是女性较为喜爱的头部装饰品，可以更好的衬托出佩戴者的容姿。
Crown	显示佩戴着身份与地位的头冠，黄铜质地，威严且华丽。
EldersCap	充满魔法力量的冠帽，高耸入云，戴此头冠的人都是希腊最杰出的学者或者大神官。
OracleCap	神使套装的一件。你可以感应到众神的关怀。
RagingFireCap	烈火套装的一件。美观大方且舒适，在高原或荒漠可以抵挡风沙。
Olive	用橄榄枝条编成的头环，据说佩戴这种头冠会受到雅典娜的庇护。橄榄枝象征着和平。
Laurel	用月桂枝条编成的头环，据说佩戴这种头冠会受到阿波罗的庇护。月桂树是河神佩纽斯之女达芙尼为躲避阿波罗所化。
Corolla	用鲜花编成的头环，据说佩戴这种头冠会受到阿芙罗蒂忒的庇护。鲜花象征的活力、爱情与甜蜜。
HeadHand	头部的环状饰品，采用不知名的金属打造，它是上天的恩赐。
GemHand	镶着稀有绿宝石的帽子，精致并且拥有魔力，许多人梦寐以求。
FlashHand	宙斯的一道闪电悬浮在你的头上，你是神的宠儿，呵呵，让行人醒目。
SacredHand	充满生机的神力之环，两边各有一个小巧的绿色翅膀，按其铸造者命名及愿望，带上它的人一定会创造奇迹。
GMHand	树枝编成的简陋头环，对寻巢的鸟儿有着不错的吸引力，至于其他的……
LeatherSleeves	用最常见的皮革，经过加工而制成，一般人必备。
BronzeSleeves	青铜打造，采用科林斯工艺，保护你的臂肘。
SillerSleeves	名贵的白银锻造，质量有点重，但防御不错。
PlatemailSleeves	用精练的钢铁，采用来自中东亚述的手艺打造。
DragonSleeves	镶嵌了龙骨刺的护肘，附着龙之神力，物理防御与魔法抗性更好。
GodsArmySleeves	号称为“天兵”的套装的一件。神之卫兵部队必备防具。
SunshineSleeves	阳炎套装的一件。该防具可大幅度增强使用者的防御力。
GMSleeves	粗糙的树皮，两端绑着细绳，希望在攻击的时候，树皮内部的尖锐凸起不会划伤你的手肘……
LeatherLeggins	用最常见的皮革，经过加工而制成，平民必需品。
BronzeLeggins	青铜打造，采用科林斯工艺，保护你的腿胫。
SillerLeggins	名贵的白银锻造，质量有点重，但防御不错。
PlatemailLeggins	用精练的钢铁，采用来自中东亚述的手艺打造。
DragonLeggins	镶嵌了龙骨刺的护胫，附着龙之神力，物理防御与魔法抗性更好。
GodsArmyLeggins	号称为“天兵”的套装的一件。神之卫兵部队必备防具。
SunshineLeggins	阳炎套装的一件。该防具可大幅度增强使用者的防御力。
GMLeggins	粗糙的树皮，两端绑着细绳，系在肘部或许对防止蚊虫叮咬有些帮助……
Gloves	麻布缝制的手套，在整个希腊极为常见。
LeatherGloves	皮革制作的手套，比较光滑，戴起来比较舒适，但戴着它操作投掷型武器就会感觉并不是很方便。
HardLeatherGloves	附加了黄铜丝的硬皮手套，有点重。
RingmailGloves	锁链结成的手套，防止所持兵器打滑。
BattleGauntlets	专门用于近身肉搏战斗的手套，斗士的最爱。
SliverGauntlets	白银制作的手套，神圣的象征，但是质量稍重，迅捷的白银级斗士专用。
GreatGauntlets	用精炼的钢铁以中东亚述传来的工艺打造，质地倍加坚硬。
WeirdGloves	印刻有神秘符文，这些符文拥有魔法力量，可以保护穿戴者。古埃及人曾经用这种符文布包裹躯体。
DragonGauntlets	以龙爪最锐利的骨头为材料制成，其中还保留着龙之神力，等待使用者的发掘。
WarGauntlets	红铜质地的手套，它为勇士在战斗中带来威力和荣耀。
GodsArmyGauntlets	号称为“天兵”的套装的一件。神之卫兵部队必备防具。
SunshineGauntlets	阳炎套装的一件。该防具可大幅度增强使用者的命中率。
Sandal	用草编结的鞋子，在整个希腊极为常见。
Boots	普通布制作的鞋子，比较光滑，穿起来比较舒适，平民以下基本很少穿戴。
HeavyBoots	附加了金属的硬皮鞋，有点重，打仗时才考虑穿上。
RingmailBoots	锁链结成的鞋，虽然和笨重的盔甲配套，但并不影响灵活性。
BattleGreaves	专门用于战斗的鞋子，脚背部分附加了铁片，战士们的最爱。
SliverGreaves	白银制作的鞋子，神圣的象征，但是质量稍重，迅捷的白银级斗士专用。
GreatGreaves	用精炼的钢铁以中东亚述传来的工艺打造，质地倍加强硬。
WeirdGreaves	印刻有神秘符文，这些符文拥有魔法力量，可以保护穿戴者。穿上它，你会感觉跑的飞快。
DragonGreaves	以龙腿骨的核心材料制成，其中还保留着龙之神力，等待使用者的发掘。
WarGreaves	红铜质地的鞋子，造型充满异域风格，它为穿戴者在战斗中带来威力和荣耀。
GodsArmyGreaves	号称为“天兵”的套装的一件。神之卫兵部队必备防具。
SunshineGreaves	阳炎套装的一件。该防具可大幅度增强使用者的闪避率。
GMGreaves	用草编结而成的鞋子， 穿上它以后，任何人都可以看到你的五个脚趾在欢快的跳舞……
FlaxGirdle	亚麻制作。简简单单地穿好裤带子，让人感觉到轻松舒适。
LeatherGirdle	普通的皮革制作，采用阿提克皮制工艺。上好皮带和肩带为爱好自由的勇士所喜。
BronzeGirdle	黄铜腰带。较为结实，不易破损。
CrocodileGirdle	通过近海贸易，采用来自埃及的上好的鳄鱼皮制作而成的腰带。
DragonGirdle	龙皮制作的腰带，附着龙之神力，戴上它的人会同猛龙一样迅捷。
GodsArmyGirdle	号称为“天兵”的套装的一件。神之卫兵部队必备防具。
SunshineGirdle	阳炎套装的一件。该防具可大幅度提高穿戴者的生命上限。
GMGirdle	坦白说，这不像是一根腰带，而更像一个破布条……
Pisces	上面吊有双鱼饰物。
Aries	上面吊有绵羊角形状的饰物。
Cancer	上面吊有小螃蟹的饰物。
Moon	上面吊有月亮形饰物。月亮被人们看作与太阳一起释放着光辉，阿尔忒弥斯是其守护神。
Sun	上面吊有太阳形饰物。太阳神阿波罗会为佩戴者祈福。
PeriaptofRedGiantStar	红色巨星之护身符。红巨星是宇宙的大型天体。
PeriaptofBlueGiantStar	蓝色巨星之护身符。蓝巨星是宇宙的大型天体。
GMGiantStar	这是一个普通的护身符，上面刻着：赐予我力量吧！我是GM！
Leo	戒指上面刻有狮子座标志。
Aquarius	戒指上面刻有水瓶座标志。
Taurus	戒指上面刻有金牛座标志。
Sagittarius	戒指上面刻有射手座标志。
Libra	戒指上面刻有天平座标志。
Scorpio	戒指上面刻有天蝎座标志。
Capricorn	戒指上面刻有魔羯座标志。
Gemini	戒指上面刻有双子座标志。
Virgo	戒指上面刻有处女座标志。
RingofRedGiantStar	红色巨星之戒。这个戒指可以增加佩带者的能力。
RingofBlueGiantStar	蓝色巨星之戒。这个戒指可以增加佩带者的能力。
GMRing	这是一个普通的戒指，上面刻着：赐予我力量吧！我是GM！
Maid	这是一套女仆装！在希腊，有地位的上层贵族，才可以拥有美丽的侍女！
PumpkinHead	这看起来更像个南瓜而不是头盔……
MoonCake1	来自中国神秘配方做成的冰皮月饼残片，可以做成美味的冰皮月饼残片。您可以在合成界面(快捷键:D)放入六个<月饼残片>可以转化成一个<月饼>！保质期到21号下午4点。
MoonCake2	来自中国神秘配方做成的果蔬月饼残片，可以做成美味的果蔬月饼。您可以在合成界面(快捷键:D)放入六个<月饼残片>可以转化成一个<月饼>！保质期到21号下午4点。
MoonCake3	来自中国神秘配方做成的茶叶月饼残片，可以做成美味的茶叶月饼。您可以在合成界面(快捷键:D)放入六个<月饼残片>可以转化成一个<月饼>！保质期到21号下午4点。
MoonCake4	来自中国神秘配方做成的水晶月饼残片，可以做成美味的水晶月饼。您可以在合成界面(快捷键:D)放入六个<月饼残片>可以转化成一个<月饼>！保质期到21号下午4点。
MoonCake5	来自中国神秘配方做成的红豆月饼残片，可以做成美味的红豆月饼。您可以在合成界面(快捷键:D)放入六个<月饼残片>可以转化成一个<月饼>！保质期到21号下午4点。
MoonCake6	来自中国神秘配方做成的红果月饼残片，可以做成美味的红果月饼。您可以在合成界面(快捷键:D)放入六个<月饼残片>可以转化成一个<月饼>！保质期到21号下午4点。
MoonCake7	美味的冰皮月饼，具有特殊的功效。食用后可获得8小时的打怪经验30%的加成。保质期到21号下午4点。
MoonCake8	美味的果蔬月饼，具有特殊的功效。食用后可获得2小时的打怪经验60%的加成。保质期到21号下午4点。
MoonCake9	美味的茶叶月饼，具有特殊的功效。食用后可获得1小时的打怪经验60%的加成。保质期到21号下午4点。
MoonCake10	美味的水晶月饼，具有特殊的功效。食用后可获得1小时的打怪经验100%的加成。保质期到21号下午4点。
MoonCake11	美味的红豆月饼，具有特殊的功效。食用后可增加500点经验。保质期到21号下午4点。
MoonCake12	美味的红果月饼，具有特殊的功效。食用后可增加2000点经验。保质期到21号下午4点。
Chip1	活动专用道具。在任何道具商都可购买，购买斯巴达的筹码时即表示下注斯巴达一方会胜利。
Chip2	活动专用道具。在任何道具商都可购买，购买雅典的筹码时即表示下注雅典一方会胜利。
HPPotion_a	恢复HP作用的药剂，红色药水正在沸腾，小型琉璃瓶装盛，可以恢复200点。
HPPotion_b	恢复HP作用的药剂，红色药水正在沸腾，轻型琉璃瓶装盛，可以恢复500点。
HPPotion_c	恢复HP作用的药剂，红色药水正在沸腾，普通型琉璃瓶装盛，可以恢复1000点。
HPPotion_d	恢复HP作用的药剂，红色药水正在沸腾，高级琉璃瓶装盛，可以恢复1800点。
HPPotion_x	取自神殿中生命之泉、受到祭司祈福的高级药水，可以恢复3000点HP。
HPPotion_y	取自神殿中生命之泉的精华、受到神之祈福的顶级药水，可以恢复7000点HP。
HPPotion_z	取自神殿中生命之泉的精华、受到神之祈福的顶级药水，可以恢复25000000点HP。
MPPotion_a	恢复MP作用的药剂，蓝色药水充满魔力，小型琉璃瓶装盛，可以恢复60点。
MPPotion_b	恢复MP作用的药剂，蓝色药水充满魔力，轻型琉璃瓶装盛，可以恢复120点。
MPPotion_c	恢复MP作用的药剂，蓝色药水充满魔力，普通型琉璃瓶装盛，可以恢复200点。
MPPotion_d	恢复MP作用的药剂，蓝色药水充满魔力，高级琉璃瓶装盛，可以恢复350点。
MPPotion_x	取自神殿中魔力之泉、受到祭司祈福的高级药水，可以恢复600点MP。
MPPotion_y	取自神殿中魔力之泉的精华、受到神之祈福的顶级药水，可以恢复1000点MP。
